Usage_ID,Account,TS,Service,SKU,Usage,Unit,Cost,Currency,Region,Free_Tier_Flag,Tag_Owner,Tag_Env,Resource_ID,Ticket_ID,Ticket_Text,Severity,Incident_ID,Price_Version,Pricing_Type,Purchase_Type,Department,Project,SLA_Event,Log_Skew_Seconds,FX_Rate
U115,ACCT-002,2026-06-25T18:27:00+00:00,AI,DB-GP-2,371.41,minutes,₹356.86,USD,ap south 1,False,charlie,dev,resource-3584,T-59,Customer reported latency issue,MEDIUM,,,reserved,reserved,Sales,Project-A,DEGRADED,99.0,83
U116,ACCT-002,2026/07/02 04:41,Networking,DB-GP-2,184.89,seconds,183.56,USD,us-east-1,True,charlie,test,resource-3897,T-22,Customer phone 6438219282 reported outage,LOW,I-95,v2,on-demand,on-demand,Sales,Project-C,DEGRADED,,83
U117,acct001,2026-06-22T02:48:00+00:00,Database,DB-GP-2,221.52,minutes,$233.64,USD,ap south 1,False,alice,test,resource-6174,T-49,Customer reported latency issue,,,v3,reserved,reserved,Finance,Project-C,DEGRADED,92.0,83
U118,acct001,2026/10/25 20:47,Networking,db_gp_2,130.87,minutes,₹69.08,EUR,eu-west-1,True,charlie,dev,resource-5054,T-113,User email john@example.com cannot login,HIGH,I-96,v1,reserved,on-demand,Sales,Project-C,OUTAGE,,90
U119,acct-001,2026/11/21 09:49,Compute,db_gp_2,439.21,hours,₹799.41,INR,us-east-1,False,,dev,R3561,T-30,User email john@example.com cannot login,HIGH,,v3,on-demand,on-demand,Engineering,,NONE,33.0,1
U120, acct003 ,2026/11/11 14:46,Compute,db_gp_2,332.72,hours,$100.46,EUR,ap south 1,False,david,,R1457,T-171,User email john@example.com cannot login,,,v2,reserved,on-demand,Engineering,,OUTAGE,83.0,90
U121,acct-001,2026-04-23 14:52:00,Storage,vm_std_4,170.15,hours,₹147.88,EUR,ap south 1,False,david,dev,resource-4832,T-21,Customer phone 8629455112 reported outage,HIGH,,v3,on-demand,spot,Engineering,Project-C,NONE,,90
U122, acct003 ,2026-06-15 21:37:00,Compute,db_gp_2,309.9,hours,₹148.13,USD,eu-west-1,False,david,,resource-5312,T-63,Customer phone 7375945976 reported outage,,,v1,on-demand,spot,Engineering,Project-A,DEGRADED,,83
U123,acct-001,2026-07-12T10:13:00+05:30,AI,db_gp_2,310.35,hours,$609.49,INR,us-east-1,False,,,resource-1494,T-40,Customer phone 9592433189 reported outage,MEDIUM,I-56,,spot,on-demand,,Project-A,DEGRADED,13.0,1
U124,acct-001,2026/03/10 25:05,Networking,db_gp_2,1543.92,minutes,$2842.48,USD,eu-west-1,False,alice,test,R8100,T-130,Customer phone 9020296308 reported outage,LOW,I-57,v1,spot,on-demand,Engineering,Project-B,OUTAGE,,83
U125,ACCT-002,2026-05-15 17:51:00,Compute,DB-GP-2,288.83,minutes,365.65,INR,US East 1,False,alice,dev,R5032,T-99,User email john@example.com cannot login,MEDIUM,,v1,spot,on-demand,Engineering,,NONE,,1
U126,acct-001,2026/10/05 13:30,Database,VM-STD-4,469.31,hours,457.42,INR,ap south 1,True,alice,prod,R1434,T-190,Customer phone 9752926016 reported outage,,,v1,reserved,on-demand,,Project-B,DEGRADED,0.0,1
U127,ACCT-002,2026-09-01 02:55:00,Compute,vm_std_4,482.29,seconds,574.39,EUR,eu-west-1,True,alice,test,resource-5048,T-109,Customer phone 9473482186 reported outage,MEDIUM,I-57,v1,reserved,on-demand,Sales,Project-B,DEGRADED,,90
U128,acct-001,2026/03/10 25:05,Storage,db_gp_2,168.1,hours,180.71,INR,us-east-1,False,charlie,prod,R1066,T-113,User email john@example.com cannot login,,,v3,reserved,reserved,Research,Project-A,OUTAGE,76.0,1
U129,acct-001,2026-08-06T00:57:00+05:30,Database,vm_std_4,66.72,seconds,₹29.46,INR,ap south 1,False,david,test,R3395,T-56,Customer reported latency issue,LOW,,v3,reserved,reserved,Finance,Project-B,OUTAGE,77.0,1
U130,acct001,2026-05-07 22:42:00,Networking,DB-GP-2,235.9,seconds,$192.29,INR,eu-west-1,False,bob,test,resource-3135,T-1,User email john@example.com cannot login,HIGH,I-15,v1,spot,spot,Engineering,,NONE,,1
U131,acct-001,2026/03/10 25:05,Compute,vm_std_4,129.66,minutes,$143.0,USD,us-east-1,True,,prod,R3888,T-13,User email john@example.com cannot login,,I-40,v3,on-demand,on-demand,,Project-C,NONE,,83
U132,ACCT-002,2026/06/05 21:19,Compute,DB-GP-2,402.08,seconds,$719.97,INR,eu-west-1,True,charlie,dev,R3461,T-106,Customer reported latency issue,LOW,,v2,on-demand,reserved,Finance,,NONE,73.0,1
U133,acct-001,2026-06-05 06:10:00,AI,vm_std_4,159.24,seconds,114.38,USD,ap south 1,True,david,,R8574,T-27,Customer phone 8192581234 reported outage,MEDIUM,I-32,v2,on-demand,on-demand,Finance,Project-B,NONE,,83
U134,acct001,2026-04-23 09:26:00,Networking,VM-STD-4,191.37,minutes,$349.18,USD,us-east-1,False,charlie,,R5636,T-45,User email john@example.com cannot login,LOW,I-92,v1,on-demand,reserved,,,DEGRADED,14.0,83
U135,acct-001,2026/03/10 25:05,Storage,DB-GP-2,42.13,hours,63.84,EUR,US East 1,False,bob,test,resource-6011,T-132,User email john@example.com cannot login,HIGH,,,reserved,reserved,,Project-A,DEGRADED,,90
U136, acct003 ,2026/01/12 00:31,Storage,VM-STD-4,76.54,hours,50.18,EUR,eu-west-1,True,,dev,resource-6404,T-64,User email john@example.com cannot login,MEDIUM,I-65,v2,reserved,reserved,,,OUTAGE,,90
U137, acct003 ,2026/03/10 25:05,Compute,db_gp_2,282.07,hours,454.85,INR,US East 1,False,david,,R8485,T-170,Customer reported latency issue,LOW,,,on-demand,on-demand,Research,Project-B,DEGRADED,3.0,1
U138, acct003 ,2026-03-20 10:43:00,Database,vm_std_4,7.58,hours,$2.5,INR,us-east-1,False,alice,test,resource-2729,T-154,User email john@example.com cannot login,,I-97,v1,on-demand,spot,,Project-C,OUTAGE,,1
U139,ACCT-002,2026/03/10 25:05,Networking,VM-STD-4,160.55,minutes,$66.01,USD,us-east-1,False,bob,,resource-9764,T-31,Customer phone 7454038980 reported outage,LOW,I-12,v3,spot,on-demand,Finance,Project-C,OUTAGE,,83
U140, acct003 ,2026-01-10 05:53:00,AI,vm_std_4,235.71,hours,330.3,INR,ap south 1,True,charlie,test,R5687,T-121,Customer phone 8403407482 reported outage,,,v3,reserved,spot,Finance,Project-B,DEGRADED,78.0,1
U141,ACCT-002,2026-11-17T19:50:00+05:30,Compute,DB-GP-2,88.28,hours,51.58,INR,ap south 1,False,alice,prod,resource-5181,T-50,Customer reported latency issue,LOW,I-14,v1,reserved,on-demand,Finance,,NONE,,1
U142, acct003 ,2026-01-11 06:24:00,Database,vm_std_4,134.31,minutes,223.63,INR,us-east-1,False,,test,R1883,T-116,User email john@example.com cannot login,MEDIUM,I-71,v3,spot,reserved,Sales,Project-C,NONE,,1
U143, acct003 ,2026-09-10 19:45:00,AI,VM-STD-4,273.69,seconds,$395.28,USD,US East 1,False,david,test,R5178,T-90,Customer phone 9737849424 reported outage,,I-72,,reserved,spot,,Project-B,NONE,80.0,83
U144,acct-001,2026/03/10 25:05,Storage,db_gp_2,2.18,seconds,₹2.19,EUR,US East 1,False,charlie,dev,R9396,T-51,User email john@example.com cannot login,,I-19,v3,spot,spot,,Project-A,NONE,,90
U145,acct001,2026/03/10 25:05,Database,DB-GP-2,36.77,hours,12.37,USD,eu-west-1,True,charlie,,resource-3741,T-85,Customer reported latency issue,HIGH,,v2,reserved,spot,Finance,Project-B,OUTAGE,84.0,83
U146,acct001,2026/03/10 25:05,Compute,VM-STD-4,286.93,hours,₹460.94,USD,eu-west-1,True,bob,prod,R4569,T-98,Customer reported latency issue,MEDIUM,I-69,v2,reserved,spot,Engineering,,NONE,38.0,83
U147,acct-001,2026-11-15T00:52:00+09:00,Storage,db_gp_2,117.98,minutes,$221.75,INR,us-east-1,True,,test,R5666,T-189,Customer reported latency issue,HIGH,I-45,v3,reserved,reserved,,,OUTAGE,84.0,1
U148,acct-001,2026-01-06T07:08:00+05:30,AI,DB-GP-2,366.87,seconds,254.92,EUR,eu-west-1,True,bob,prod,resource-9062,T-46,Customer reported latency issue,MEDIUM,I-74,v1,on-demand,on-demand,Sales,Project-C,OUTAGE,2.0,90
U149,ACCT-002,2026/05/24 02:56,Storage,VM-STD-4,267.09,hours,353.99,EUR,ap south 1,True,david,dev,R1772,T-49,Customer reported latency issue,LOW,I-69,v2,spot,spot,Engineering,Project-A,NONE,,90
U150,acct-001,2026-02-01T00:57:00-04:00,Networking,db_gp_2,376.87,minutes,₹465.56,USD,ap south 1,False,alice,,resource-1288,T-43,Customer phone 6238876265 reported outage,HIGH,,v3,on-demand,reserved,Sales,Project-B,OUTAGE,,83
U151,acct-001,2026/11/25 20:18,Compute,DB-GP-2,488.17,seconds,₹259.09,INR,ap south 1,False,david,dev,resource-4925,T-5,Customer reported latency issue,LOW,I-73,v1,spot,reserved,Engineering,Project-A,OUTAGE,30.0,1
U152,ACCT-002,2026/03/10 25:05,AI,vm_std_4,416.59,seconds,476.87,EUR,us-east-1,False,david,,R1477,T-80,Customer reported latency issue,LOW,I-41,v2,on-demand,spot,Engineering,Project-A,OUTAGE,,90
U153,acct-001,2026/03/10 25:05,Database,DB-GP-2,248.61,minutes,₹279.86,INR,us-east-1,True,alice,test,R9692,T-30,User email john@example.com cannot login,LOW,,v1,reserved,on-demand,,,NONE,79.0,1
U154,ACCT-002,2026/10/08 19:54,Database,vm_std_4,432.27,seconds,484.38,INR,us-east-1,False,bob,,resource-9678,T-1,Customer phone 6268979974 reported outage,,,v2,on-demand,on-demand,Engineering,Project-C,OUTAGE,,1
U155, acct003 ,2026-10-18T06:06:00+00:00,Database,DB-GP-2,122.24,minutes,119.43,INR,US East 1,False,alice,,resource-2139,T-64,Customer phone 8931455108 reported outage,MEDIUM,I-91,,on-demand,reserved,Research,Project-A,NONE,,1
U156,acct-001,2026-08-04T15:13:00+01:00,AI,vm_std_4,28.21,hours,10.25,USD,us-east-1,True,david,prod,resource-7341,T-115,User email john@example.com cannot login,HIGH,I-61,v3,reserved,on-demand,,Project-C,NONE,,83
U157,ACCT-002,2026-03-04T21:01:00+09:00,AI,vm_std_4,145.33,minutes,₹89.37,INR,US East 1,False,alice,test,R4632,T-150,User email john@example.com cannot login,HIGH,,,on-demand,spot,Research,Project-A,NONE,,1
U158,acct001,2026-10-24T12:24:00+09:00,Compute,DB-GP-2,46.41,minutes,$57.69,INR,eu-west-1,True,alice,prod,R1533,T-196,Customer reported latency issue,MEDIUM,,,on-demand,spot,,Project-C,OUTAGE,14.0,1
U159,ACCT-002,2026/03/10 25:05,Storage,vm_std_4,30.7,hours,17.8,EUR,US East 1,True,bob,prod,resource-1606,T-117,Customer phone 8993088111 reported outage,,,,spot,reserved,Engineering,Project-A,OUTAGE,37.0,90
U160,ACCT-002,2026-05-27 09:30:00,AI,VM-STD-4,461.96,hours,$869.79,USD,US East 1,True,bob,prod,resource-3937,T-19,User email john@example.com cannot login,HIGH,I-3,,reserved,spot,,Project-C,DEGRADED,,83
U161,acct001,2026/03/10 25:05,AI,db_gp_2,368.64,hours,401.22,INR,us-east-1,False,bob,test,resource-1494,T-13,User email john@example.com cannot login,HIGH,I-4,v1,reserved,on-demand,Research,Project-B,OUTAGE,,1
U162,acct001,2026/09/19 21:21,Compute,DB-GP-2,497.84,seconds,$461.29,USD,us-east-1,False,david,prod,R8955,T-44,Customer reported latency issue,LOW,,v3,on-demand,on-demand,Engineering,,NONE,23.0,83
U163,acct001,2026/03/10 25:05,Storage,DB-GP-2,244.47,minutes,$198.64,EUR,us-east-1,False,bob,test,R3877,T-45,Customer reported latency issue,HIGH,I-75,v1,spot,spot,Finance,Project-A,OUTAGE,,90
U164,acct-001,2026/09/18 13:48,Database,DB-GP-2,275.78,minutes,₹85.64,EUR,ap south 1,True,alice,,resource-9875,T-136,User email john@example.com cannot login,HIGH,,,spot,on-demand,Research,Project-C,NONE,15.0,90
U165,acct001,2026/03/10 25:05,Networking,db_gp_2,255.41,minutes,293.37,USD,us-east-1,True,alice,test,R5018,T-155,Customer reported latency issue,LOW,I-54,v2,reserved,on-demand,Finance,Project-B,NONE,22.0,83
U166,ACCT-002,2026/04/01 05:43,Database,db_gp_2,400.57,hours,352.16,INR,US East 1,False,charlie,,R4134,T-156,User email john@example.com cannot login,MEDIUM,I-13,v1,on-demand,reserved,Sales,Project-C,OUTAGE,59.0,1
U167,acct001,2026/06/13 19:58,Database,VM-STD-4,330.08,hours,221.35,USD,eu-west-1,False,bob,,R9319,T-148,Customer phone 6039809002 reported outage,HIGH,,v2,spot,spot,Finance,Project-A,NONE,89.0,83
U168, acct003 ,2026-01-23T04:27:00+09:00,Networking,DB-GP-2,440.02,minutes,₹152.12,INR,ap south 1,True,bob,test,resource-8478,T-36,Customer phone 7912210746 reported outage,LOW,,v3,reserved,reserved,,,NONE,,1
U169,acct001,2026/05/01 11:56,AI,DB-GP-2,304.09,hours,214.05,EUR,us-east-1,False,bob,dev,R6770,T-187,Customer reported latency issue,HIGH,I-6,v3,reserved,on-demand,Sales,Project-A,NONE,9.0,90
U170, acct003 ,2026/05/21 00:44,Database,vm_std_4,361.53,seconds,$694.87,EUR,eu-west-1,False,alice,,R9423,T-189,Customer phone 9373226125 reported outage,HIGH,I-70,,spot,spot,Research,Project-A,DEGRADED,,90
U171,acct001,2026-07-24T09:00:00+00:00,Storage,vm_std_4,423.27,hours,₹620.11,USD,us-east-1,True,,dev,resource-2731,T-24,User email john@example.com cannot login,,,v1,reserved,spot,Sales,Project-C,NONE,103.0,83
U172,acct001,2026/03/10 25:05,Storage,db_gp_2,223.54,seconds,$312.48,EUR,eu-west-1,True,alice,prod,resource-2546,T-79,Customer phone 8510881624 reported outage,,I-58,v1,reserved,reserved,Sales,Project-A,NONE,118.0,90
U173,acct-001,2026-11-04T15:40:00+00:00,AI,db_gp_2,446.43,hours,$502.3,INR,eu-west-1,False,,,resource-5908,T-151,Customer phone 9479690447 reported outage,LOW,,v1,spot,reserved,Sales,Project-B,NONE,,1
U174,acct001,2026/06/25 06:43,Compute,DB-GP-2,114.6,minutes,$140.06,INR,us-east-1,True,bob,dev,resource-6019,T-51,User email john@example.com cannot login,,I-43,v3,reserved,on-demand,Research,,DEGRADED,49.0,1
U175, acct003 ,2026/03/10 25:05,Networking,VM-STD-4,138.91,minutes,$140.37,EUR,US East 1,True,bob,prod,R1644,T-97,Customer reported latency issue,HIGH,I-53,,reserved,reserved,Engineering,Project-B,NONE,,90
U176,acct001,2026/03/10 25:05,Database,DB-GP-2,10.59,seconds,₹2.12,INR,eu-west-1,False,bob,prod,resource-3400,T-2,Customer reported latency issue,,,v1,reserved,reserved,,Project-B,DEGRADED,,1
U177,ACCT-002,2026-08-05 02:34:00,AI,vm_std_4,214.76,hours,355.7,INR,ap south 1,True,bob,test,R6593,T-108,Customer reported latency issue,,,,on-demand,reserved,Engineering,Project-B,OUTAGE,,1
U178,acct001,2026-11-29 11:25:00,Database,VM-STD-4,414.95,hours,₹413.93,EUR,us-east-1,True,,test,R2685,T-22,Customer reported latency issue,MEDIUM,I-24,v3,spot,reserved,Finance,Project-A,OUTAGE,,90
U179,ACCT-002,2026-10-30 10:22:00,Storage,VM-STD-4,354.67,seconds,₹687.97,USD,us-east-1,False,charlie,,resource-7039,T-167,User email john@example.com cannot login,MEDIUM,,v1,reserved,reserved,Finance,Project-A,DEGRADED,40.0,83
U180, acct003 ,2026/04/21 03:26,Networking,vm_std_4,100.31,hours,179.07,USD,ap south 1,False,charlie,,resource-5651,T-39,Customer reported latency issue,MEDIUM,I-97,v3,spot,reserved,Sales,,DEGRADED,100.0,83
U181, acct003 ,2026-10-14 14:43:00,Networking,db_gp_2,142.56,hours,₹242.24,INR,US East 1,True,alice,test,resource-5015,T-78,Customer phone 7053408369 reported outage,LOW,,v2,on-demand,spot,Research,Project-C,DEGRADED,88.0,1
U182,acct001,2026-07-31T12:11:00+05:30,AI,DB-GP-2,416.36,hours,655.48,INR,eu-west-1,True,charlie,dev,R6178,T-186,User email john@example.com cannot login,,I-60,v1,spot,spot,,Project-B,NONE,,1
U183,ACCT-002,2026/03/10 25:05,Networking,db_gp_2,470.51,hours,497.48,INR,US East 1,True,bob,,R6107,T-179,User email john@example.com cannot login,,I-41,v1,reserved,on-demand,Research,,NONE,,1
U184,acct001,2026/05/12 20:24,Database,DB-GP-2,458.21,seconds,₹145.44,INR,eu-west-1,True,,test,R8961,T-31,User email john@example.com cannot login,HIGH,I-100,,spot,spot,Engineering,Project-C,OUTAGE,96.0,1
U185,ACCT-002,2026-12-06T20:35:00+00:00,AI,vm_std_4,424.77,hours,₹279.42,USD,ap south 1,True,david,,R2683,T-14,Customer phone 8521193977 reported outage,HIGH,,v2,on-demand,spot,Sales,Project-A,OUTAGE,,83
U186,acct001,2026-08-06 16:14:00,AI,VM-STD-4,150.4,hours,$42.89,INR,us-east-1,False,david,test,resource-5663,T-155,User email john@example.com cannot login,MEDIUM,,v3,on-demand,reserved,Research,Project-B,OUTAGE,31.0,1
U187,acct-001,2026/12/11 09:17,Compute,vm_std_4,65.57,seconds,$124.55,USD,us-east-1,False,charlie,prod,resource-1844,T-164,Customer phone 8322048730 reported outage,,I-60,v1,spot,spot,Research,Project-B,NONE,46.0,83
U188,ACCT-002,2026-03-03 22:30:00,Compute,vm_std_4,159.75,seconds,$312.3,USD,ap south 1,True,bob,dev,R3943,T-14,User email john@example.com cannot login,HIGH,,v2,on-demand,reserved,Finance,,NONE,100.0,83
U189,acct001,2026-01-30T07:35:00-04:00,Compute,db_gp_2,24.82,seconds,₹42.57,INR,us-east-1,True,,prod,R4107,T-112,User email john@example.com cannot login,LOW,I-3,,reserved,spot,Engineering,Project-C,OUTAGE,,1
U190, acct003 ,2026/03/10 25:05,Compute,DB-GP-2,410.47,seconds,₹542.59,USD,ap south 1,True,bob,,R5259,T-112,User email john@example.com cannot login,,,v1,reserved,spot,Sales,Project-A,OUTAGE,,83
U191, acct003 ,2026-04-19T03:32:00+09:00,Storage,db_gp_2,90.33,hours,$84.12,USD,eu-west-1,False,,test,R8547,T-108,User email john@example.com cannot login,,,,spot,spot,Research,Project-B,NONE,112.0,83
U192,ACCT-002,2026-06-19 06:28:00,Storage,VM-STD-4,477.69,seconds,$142.68,INR,us-east-1,False,,dev,resource-2367,T-189,Customer phone 8678788646 reported outage,MEDIUM,I-90,,spot,on-demand,Engineering,Project-A,NONE,,1
U193,acct-001,2026/03/10 25:05,Storage,VM-STD-4,458.11,seconds,$474.18,INR,eu-west-1,True,,prod,resource-8782,T-65,User email john@example.com cannot login,HIGH,I-86,,reserved,on-demand,,Project-A,DEGRADED,,1
U194,acct001,2026/03/10 25:05,Database,DB-GP-2,211.62,seconds,₹133.66,EUR,eu-west-1,True,bob,test,R3198,T-49,Customer reported latency issue,HIGH,,,reserved,spot,Finance,Project-B,NONE,,90
U195,acct-001,2026/06/28 21:26,Compute,vm_std_4,277.53,seconds,₹351.79,USD,ap south 1,True,charlie,,resource-2513,T-191,User email john@example.com cannot login,MEDIUM,,v2,reserved,spot,Finance,,OUTAGE,106.0,83
U196, acct003 ,2026/03/10 25:05,Compute,vm_std_4,244.21,seconds,₹77.14,USD,ap south 1,False,alice,dev,resource-3822,T-98,Customer phone 9751681331 reported outage,HIGH,,v2,spot,on-demand,Sales,Project-A,DEGRADED,117.0,83
U197,ACCT-002,2026-01-18 01:06:00,Storage,DB-GP-2,409.22,seconds,122.13,USD,eu-west-1,False,david,test,R9541,T-60,Customer reported latency issue,,,v2,reserved,spot,,,DEGRADED,22.0,83
U198,acct-001,2026/06/24 04:44,Database,vm_std_4,324.25,seconds,₹68.6,EUR,US East 1,True,alice,,R8162,T-197,Customer reported latency issue,LOW,I-71,v3,on-demand,reserved,Research,,DEGRADED,33.0,90
U199, acct003 ,2026/09/21 02:15,Database,db_gp_2,275.16,seconds,$63.1,INR,us-east-1,True,charlie,dev,resource-4997,T-112,Customer phone 9042956822 reported outage,LOW,,v3,on-demand,spot,Engineering,Project-A,DEGRADED,,1
U200, acct003 ,2026-05-29T22:40:00+05:30,Networking,vm_std_4,497.13,seconds,$244.74,INR,US East 1,False,,dev,resource-7138,T-134,Customer phone 7724260478 reported outage,HIGH,,v2,on-demand,spot,Sales,Project-B,DEGRADED,74.0,1
U201,acct-001,2026/07/03 20:20,AI,VM-STD-4,402.45,minutes,$259.97,USD,us-east-1,False,david,test,resource-5018,T-11,Customer reported latency issue,LOW,,v2,on-demand,on-demand,Finance,Project-A,OUTAGE,93.0,83
U202,acct001,2026/06/28 06:34,Networking,VM-STD-4,255.1,minutes,$489.08,USD,eu-west-1,False,bob,dev,R3396,T-183,Customer phone 9738020150 reported outage,MEDIUM,I-32,v2,spot,reserved,Engineering,,NONE,113.0,83
U203, acct003 ,2026-01-31T23:21:00-04:00,AI,db_gp_2,371.54,minutes,₹248.32,EUR,US East 1,True,david,prod,resource-2506,T-129,User email john@example.com cannot login,,I-85,,spot,on-demand,Sales,Project-C,OUTAGE,30.0,90
U204, acct003 ,2026-07-06 02:09:00,Compute,db_gp_2,36.23,minutes,$32.29,EUR,us-east-1,True,charlie,,R7659,T-108,User email john@example.com cannot login,HIGH,,,on-demand,spot,Sales,Project-A,DEGRADED,10.0,90
U205,acct-001,2026/03/10 25:05,AI,VM-STD-4,124.57,minutes,78.93,EUR,ap south 1,False,alice,dev,R6086,T-15,Customer reported latency issue,MEDIUM,,v2,on-demand,spot,,Project-A,OUTAGE,21.0,90
U206,ACCT-002,2026-03-22 01:58:00,AI,vm_std_4,242.31,seconds,$341.58,INR,us-east-1,False,,,R7961,T-96,Customer phone 7153809279 reported outage,,,v2,reserved,reserved,Sales,Project-A,NONE,1.0,1
U207,ACCT-002,2026-10-13 19:46:00,Networking,DB-GP-2,308.99,minutes,₹394.21,USD,us-east-1,False,charlie,test,resource-5820,T-194,Customer reported latency issue,,I-43,v2,reserved,reserved,Research,Project-A,NONE,104.0,83
U208,acct001,2026/11/26 23:49,Database,DB-GP-2,335.65,seconds,325.61,USD,us-east-1,False,alice,dev,resource-2457,T-197,Customer phone 7652276712 reported outage,,,,reserved,on-demand,Research,,DEGRADED,,83
U209,ACCT-002,2026-08-19 01:50:00,Networking,VM-STD-4,468.14,seconds,685.21,USD,US East 1,False,david,,resource-4258,T-9,Customer reported latency issue,HIGH,,,reserved,reserved,Engineering,Project-A,DEGRADED,,83
U210, acct003 ,2026/03/10 25:05,AI,VM-STD-4,218.22,minutes,₹186.55,EUR,eu-west-1,False,charlie,dev,resource-6488,T-107,User email john@example.com cannot login,HIGH,I-91,v2,on-demand,reserved,Engineering,Project-B,DEGRADED,117.0,90
U211,acct001,2026/11/24 22:58,AI,vm_std_4,303.4,seconds,₹518.96,USD,us-east-1,False,alice,dev,resource-8365,T-115,Customer phone 8762301625 reported outage,,I-45,v3,on-demand,spot,Engineering,Project-B,OUTAGE,,83
U212,ACCT-002,2026-03-11T08:45:00+00:00,Database,DB-GP-2,386.45,seconds,$634.73,EUR,US East 1,True,charlie,dev,R2377,T-57,Customer phone 7913773001 reported outage,HIGH,I-35,v2,reserved,reserved,Research,Project-B,NONE,,90
U213,ACCT-002,2026-09-19 19:13:00,AI,db_gp_2,361.49,seconds,112.18,INR,US East 1,True,alice,prod,resource-2686,T-120,User email john@example.com cannot login,HIGH,,v3,spot,spot,Finance,Project-C,DEGRADED,,1
U214,acct-001,2026/03/06 20:13,Storage,vm_std_4,353.38,hours,486.48,INR,US East 1,True,alice,,resource-8089,T-178,Customer reported latency issue,HIGH,I-59,v3,spot,on-demand,Finance,,NONE,,1
U215,acct-001,2026/03/10 25:05,Database,VM-STD-4,71.29,minutes,$119.91,INR,ap south 1,False,david,dev,resource-6637,T-75,User email john@example.com cannot login,HIGH,I-93,,on-demand,reserved,Sales,Project-B,DEGRADED,10.0,1
